id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,transaction_id,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,CLASS_fraud_label
2969,1703,Mastercard,Credit,5745606898714105,06/2022,753,YES,2,$10600,05/2008,2019,No,47,65,1972,8,Female,1532 Birch Drive,39.08,-108.55,$24115,$49169,$65994,747,2,12927990,2013-06-23 13:47:00,2969,$1.97,Swipe Transaction,14528,Selden,NY,11784.0,5499,,No
125,546,Amex,Credit,391488790203553,06/2020,195,YES,1,$17900,01/2007,2010,No,51,68,1969,1,Male,599 East Lane,41.68,-71.66,$25111,$51196,$26617,681,3,23033425,2019-05-30 20:22:00,4495,$24.56,Chip Transaction,25887,Coventry,RI,2816.0,5814,,No
3911,275,Visa,Credit,4348372675855427,05/2023,727,YES,2,$6200,07/2009,2010,No,43,58,1977,2,Female,973 River Street,29.56,-95.02,$37415,$76288,$120771,710,4,12584367,2013-04-08 12:39:00,3911,$13.67,Swipe Transaction,50783,Seabrook,TX,77586.0,5411,,No
19,115,Mastercard,Debit,5610743457688598,01/2023,310,YES,2,$46184,01/2001,2014,No,61,69,1958,7,Male,386 11th Lane,40.93,-73.72,$49546,$101018,$78115,748,6,16387270,2015-07-17 08:28:00,38,$15.12,Swipe Transaction,70400,Centreville,VA,20120.0,5812,,No
4104,1077,Visa,Debit (Prepaid),4849525193834905,05/2020,704,YES,2,$33,08/2001,2009,No,57,54,1962,12,Female,886 Plum Boulevard,39.12,-123.28,$17899,$12044,$10323,576,3,11158040,2012-05-22 12:47:00,2539,$41.71,Swipe Transaction,81410,Ukiah,CA,95482.0,5211,,
5869,1742,Visa,Debit (Prepaid),4792307130049695,02/2020,221,YES,2,$12,12/2006,2013,No,58,67,1961,11,Female,444 Maple Avenue,40.05,-86.03,$24638,$50232,$1218,751,4,18977119,2017-01-21 09:12:00,4559,$180.36,Online Transaction,17976,ONLINE,,,4900,,
2586,1133,Visa,Debit,4874200877830198,04/2023,234,YES,2,$21442,04/2008,2015,No,30,66,1989,10,Female,781 Federal Street,43.11,-77.8,$22855,$46599,$12700,684,4,22020007,2018-10-28 02:24:00,5211,$118.47,Swipe Transaction,86616,Oswego,NY,13126.0,4814,,
224,1575,Mastercard,Debit,5107151477861238,06/2021,365,YES,1,$23016,01/2010,2010,No,51,68,1968,5,Female,23 12th Boulevard,27.19,-82.49,$28272,$57646,$127892,724,4,21837785,2018-09-19 11:02:00,5582,$120.00,Chip Transaction,27092,Osprey,FL,34229.0,4829,,No
5695,948,Visa,Debit,4948154067393861,03/2024,688,YES,2,$11795,11/2013,2013,No,53,65,1966,12,Female,1540 El Camino Avenue,26.74,-80.12,$18205,$37119,$55010,718,5,16714376,2015-09-25 09:19:00,5695,$86.24,Online Transaction,72813,ONLINE,,,6300,,No
3402,665,Visa,Debit,4528444090805864,01/2022,349,YES,2,$7233,06/2008,2011,No,81,65,1939,1,Female,374 Lexington Street,41.23,-80.81,$12406,$11613,$427,790,8,11309546,2012-06-25 15:12:00,5073,$2.70,Online Transaction,39021,ONLINE,,,4784,,No
