id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id_right,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,fraud_label
2664,351,Visa,Debit,4760435386907937,01/2022,2,YES,2,$5080,04/2010,2010,No,91,70,1928,9,Female,984 Little Creek Lane,40.77,-73.84,$13810,$17150,$375,807,6,11451166,2012-07-27 13:47:00,2664,$11.16,Swipe Transaction,86381,Flushing,NY,11355.0,5912,,
4790,323,Mastercard,Credit,5017550508372775,09/2018,481,NO,1,$5900,09/2010,2011,No,54,66,1965,7,Male,782 Hill Lane,36.6,-119.75,$13093,$26696,$0,683,5,9365889,2011-04-05 09:21:00,4790,$33.67,Swipe Transaction,16223,Fresno,CA,93725.0,5300,,
603,1444,Mastercard,Debit,5621630163698126,02/2020,106,NO,1,$21611,01/2020,2020,No,64,67,1955,10,Male,8999 Washington Drive,40.63,-73.63,$32805,$66885,$144703,698,7,10409356,2011-12-02 15:33:00,2882,$140.00,Swipe Transaction,27092,Roslyn,NY,11576.0,4829,,
4768,1104,Mastercard,Credit,5708794034518412,04/2024,59,NO,1,$8600,09/2010,2012,No,91,66,1928,3,Male,120 Lafayette Boulevard,26.23,-80.13,$18266,$40141,$805,850,6,16942234,2015-11-13 06:26:00,4849,$10.75,Chip Transaction,83271,Pompano Beach,FL,33063.0,4214,,
2929,480,Mastercard,Debit,5620895880327854,09/2022,944,YES,1,$51051,05/2007,2012,No,50,68,1969,11,Male,749 Oak Street,37.91,-122.01,$42234,$86113,$177353,713,6,10270787,2011-10-31 19:04:00,2929,$83.04,Swipe Transaction,31893,West Bend,WI,53095.0,5311,,
3548,832,Mastercard,Credit,5218196083865154,10/2024,647,YES,1,$10900,06/2012,2012,No,40,67,1979,5,Female,8799 Elm Avenue,33.2,-96.65,$24684,$50329,$76759,625,4,20990105,2018-03-23 18:12:00,2948,$0.19,Swipe Transaction,75936,Mckinney,TX,75069.0,5814,,
225,1078,Mastercard,Debit,5792661772040761,10/2023,862,YES,2,$18092,01/2010,2015,No,56,65,1963,12,Female,291 Seventh Drive,40.6,-88.98,$28237,$57576,$161107,589,2,15655556,2015-02-09 22:14:00,5488,$42.16,Swipe Transaction,25717,Hudson,IL,61748.0,5812,,
3395,1827,Mastercard,Credit,5765181164708255,02/2022,980,YES,2,$13500,06/2008,2008,No,59,67,1960,5,Male,6320 East Avenue,33.25,-116.98,$22727,$46341,$78610,686,6,21307203,2018-05-30 08:46:00,3395,$83.00,Chip Transaction,61195,Vista,CA,92083.0,5541,,
1175,377,Mastercard,Debit,5009400051376027,11/2023,417,YES,1,$30403,02/2009,2014,No,80,67,1940,1,Female,305 Pine Avenue,47.39,-122.26,$24884,$39110,$363,750,5,21675019,2018-08-15 22:20:00,4669,$33.11,Chip Transaction,48919,Kirkland,WA,98034.0,5311,,
1601,206,Mastercard,Debit,5447278925047092,08/2020,509,YES,1,$18510,02/2020,2020,No,28,59,1992,2,Female,4633 Sixth Avenue,42.89,-85.72,$18431,$37583,$51633,782,2,22858354,2019-04-23 13:46:00,3053,$-88.00,Chip Transaction,28395,Wyoming,MI,49519.0,5541,,
3723,1384,Visa,Debit,4025390379737737,02/2020,473,YES,2,$24617,07/2004,2006,No,74,67,1946,1,Female,528 Lake Drive,38.53,-90.0,$22545,$23011,$30510,721,3,16531121,2015-08-16 23:51:00,3723,$5.77,Chip Transaction,48316,Belleville,IL,62226.0,5812,,
4467,549,Amex,Credit,305358883388381,02/2020,712,YES,2,$7100,08/2018,2018,No,51,65,1968,4,Male,774 Wessex Lane,33.3,-111.74,$30557,$62304,$113416,719,4,10087934,2011-09-19 16:18:00,2588,$44.00,Swipe Transaction,8816,Gilbert,AZ,85295.0,7538,,
4992,840,Visa,Debit (Prepaid),4876555170855808,04/2024,661,YES,1,$65,10/2003,2009,No,68,64,1952,1,Female,651 Fourth Avenue,37.74,-122.44,$51692,$88432,$63075,694,6,20556667,2017-12-21 17:33:00,2416,$146.21,Swipe Transaction,32858,Oakland,CA,94611.0,5311,,
6084,602,Mastercard,Debit,5931695374662431,05/2021,894,YES,1,$24739,12/2013,2013,No,57,67,1963,1,Male,46 South Street,36.34,-79.67,$16888,$34437,$0,681,4,21295160,2018-05-27 13:15:00,3982,$57.90,Chip Transaction,36106,Reidsville,NC,27320.0,7230,,
5846,366,Visa,Credit,4960827175990590,11/2020,947,NO,2,$2200,12/2005,2008,No,50,68,1969,12,Female,773 12th Street,44.01,-88.55,$19573,$39911,$93823,625,7,8049493,2010-05-25 06:38:00,986,$25.44,Online Transaction,16798,ONLINE,,,4121,,
3431,726,Mastercard,Debit,5932422810479250,02/2020,180,YES,1,$27773,06/2009,2012,No,58,67,1961,8,Male,845 Littlewood Boulevard,33.79,-118.29,$22032,$44924,$27297,717,3,21347898,2018-06-07 16:50:00,3431,$10.80,Online Transaction,39261,ONLINE,,,5815,,
5079,1100,Mastercard,Debit,5689403704245010,10/2024,108,YES,1,$30044,10/2007,2011,No,61,73,1958,7,Male,9888 Washington Boulevard,40.72,-73.51,$29337,$59815,$73325,573,2,10858479,2012-03-15 08:38:00,5079,$2.03,Swipe Transaction,20519,Massapequa,NY,11758.0,5942,,
2384,576,Mastercard,Debit,5355091629499190,01/2021,945,YES,2,$27537,03/2019,2019,No,68,64,1951,6,Female,478 Hill Avenue,33.95,-84.54,$30747,$63502,$24100,638,7,19848248,2017-07-24 17:14:00,5400,$63.63,Swipe Transaction,29549,Marietta,GA,30067.0,5912,,
5719,1315,Visa,Debit,4848774820047542,11/2024,454,YES,1,$14514,11/2015,2015,No,57,70,1962,8,Female,759 Madison Drive,38.61,-88.78,$15976,$32576,$0,753,4,11123297,2012-05-14 16:12:00,2556,$22.63,Swipe Transaction,83800,Dongola,IL,62926.0,7832,,
1336,11,Mastercard,Debit,5208447578218097,09/2021,126,YES,1,$51012,02/2014,2014,No,39,67,1980,10,Female,6339 Fourth Street,39.45,-76.81,$33175,$67643,$0,714,6,11123593,2012-05-14 17:16:00,243,$49.02,Swipe Transaction,32427,Reisterstown,MD,21136.0,5211,,
3200,1274,Amex,Credit,350211718386898,12/2024,981,YES,2,$10700,05/2018,2018,No,49,61,1970,4,Female,824 West Drive,41.95,-71.7,$24260,$49464,$123198,705,6,18112404,2016-07-20 17:21:00,2905,$290.71,Chip Transaction,92822,South Hadley,MA,1075.0,3395,,
4629,1294,Visa,Debit,4341572026253689,03/2020,774,YES,2,$19691,09/2006,2011,No,39,63,1980,7,Female,2244 Mill Boulevard,40.69,-74.26,$28993,$59114,$132715,730,2,22638633,2019-03-08 08:10:00,2591,$33.73,Chip Transaction,20561,Union City,NJ,7087.0,5912,,
1932,197,Visa,Debit (Prepaid),4897762471214014,06/2024,599,YES,2,$53,02/2020,2020,No,32,60,1987,5,Male,1867 Bayview Street,37.86,-84.65,$15757,$32128,$58373,724,5,18326635,2016-09-04 14:30:00,1302,$40.00,Chip Transaction,27092,Barbourville,KY,40906.0,4829,,
5651,1102,Mastercard,Debit,5977051342540190,06/2023,806,YES,2,$5414,11/2011,2012,No,49,65,1970,7,Female,836 Bayview Avenue,36.12,-95.91,$46461,$94733,$0,707,5,11151787,2012-05-21 06:16:00,3952,$22.62,Swipe Transaction,2038,Tulsa,OK,74137.0,4121,,
6108,997,Mastercard,Debit (Prepaid),5003576204537961,12/2020,14,YES,1,$57,12/2015,2015,No,57,67,1963,2,Female,339 Little Creek Lane,32.64,-116.98,$26957,$54963,$105623,675,4,12281265,2013-01-31 07:55:00,5825,$1.26,Swipe Transaction,14528,Chula Vista,CA,91913.0,5499,,
1320,1098,Mastercard,Debit,5740589965857604,11/2022,40,YES,1,$11121,02/2013,2013,No,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,$16901,$34456,$54634,752,4,20219141,2017-10-11 09:35:00,1320,$53.65,Chip Transaction,15866,Alta,IA,51002.0,5411,,
2013,759,Visa,Credit,4417109828447309,05/2002,812,YES,2,$15500,03/1999,2013,No,60,65,1959,12,Male,575 Bayview Lane,35.92,-86.84,$36563,$74550,$37427,687,4,12289351,2013-02-01 20:44:00,3716,$47.17,Swipe Transaction,59397,Minneapolis,MN,55404.0,5812,,
5351,1236,Mastercard,Debit,5929990861229924,01/2024,459,YES,1,$4304,11/1997,2012,No,72,65,1947,9,Female,521 Main Lane,38.86,-104.76,$14645,$25243,$18006,730,6,23649341,2019-10-07 20:31:00,2369,$18.04,Swipe Transaction,25887,Carthage,TX,75633.0,5814,,
4765,1128,Mastercard,Credit,5598634791848895,04/2023,830,YES,2,$10600,09/2010,2014,No,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,$16976,$34606,$23909,680,5,21838785,2018-09-19 14:04:00,4548,$15.43,Chip Transaction,20561,Newport,VT,5855.0,5912,,
5662,1173,Visa,Credit,4807938969312222,10/2021,158,YES,1,$16900,11/2011,2011,No,71,67,1948,3,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722,7,12128275,2012-12-27 12:42:00,1033,$7.90,Swipe Transaction,89081,Mills,WY,82644.0,5812,,
3262,62,Visa,Debit,4129299581714216,06/2022,296,YES,2,$11836,06/2003,2015,No,78,68,1941,11,Female,9911 Rose Street,41.13,-124.04,$15296,$22290,$9235,716,6,22012838,2018-10-26 13:02:00,3262,$14.81,Swipe Transaction,22938,Newport News,VA,23602.0,5812,,
5232,909,Mastercard,Debit,5829712075231650,06/2022,538,YES,1,$5204,10/2011,2013,No,38,64,1981,5,Male,215 Ocean View Drive,47.11,-122.76,$24044,$49023,$66148,583,5,13664510,2013-12-02 11:56:00,5232,$12.55,Swipe Transaction,28644,Olympia,WA,98516.0,5812,,
1083,4,Mastercard,Debit,5817981997085182,08/2008,755,YES,2,$41051,02/2006,2006,No,54,72,1965,3,Female,6016 Little Creek Boulevard,47.61,-122.3,$37485,$76431,$115362,716,5,22753460,2019-04-01 09:55:00,303,$23.22,Chip Transaction,79072,Seattle,WA,98122.0,5411,,
1214,1779,Mastercard,Debit,5786581990221963,02/2023,672,YES,2,$7623,02/2010,2015,No,30,69,1989,4,Male,989 Hill Lane,33.46,-82.5,$15755,$32125,$58712,733,2,14204351,2014-03-30 15:15:00,3934,$19.80,Swipe Transaction,90051,Thomson,GA,30824.0,5411,,
4752,1356,Visa,Credit,4054184324450514,08/2022,45,YES,2,$8100,09/2009,2015,No,84,70,1936,1,Male,9 Lafayette Lane,44.99,-91.72,$19196,$26676,$1370,733,5,18230227,2016-08-15 04:14:00,5480,$76.24,Chip Transaction,13646,Osseo,WI,54758.0,7538,,
5224,1141,Visa,Debit,4094653186833148,06/2023,298,YES,2,$20161,10/2010,2010,No,66,57,1953,10,Male,35 Essex Drive,36.48,-80.61,$15838,$27266,$19798,777,5,19680220,2017-06-19 11:58:00,3624,$0.73,Chip Transaction,14528,Winston Salem,NC,27101.0,5499,,
4378,1131,Visa,Debit,4410510990382780,05/2023,405,NO,2,$23898,08/2011,2011,No,76,69,1943,4,Male,2609 Plum Drive,38.88,-94.81,$28490,$19682,$0,683,4,11620314,2012-09-03 20:48:00,3093,$-338.00,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,
2054,1563,Visa,Debit,4793063304202945,10/2023,29,YES,1,$9290,03/2003,2009,No,49,67,1970,8,Female,924 Spruce Street,33.96,-118.27,$11073,$22583,$62461,683,4,10923728,2012-03-30 04:30:00,3479,$0.88,Swipe Transaction,14528,Los Angeles,CA,90004.0,5499,,
5393,154,Visa,Debit,4900806445604257,01/2024,23,YES,2,$17280,11/2003,2014,No,48,61,1971,6,Male,8993 Madison Avenue,34.93,-78.72,$18376,$37468,$73448,666,3,14227550,2014-04-04 17:58:00,5393,$6.59,Swipe Transaction,43293,Fayetteville,NC,28312.0,5499,,
1296,688,Amex,Credit,361648729239104,11/2018,709,NO,2,$6600,02/2012,2012,No,44,67,1975,3,Male,5125 Elm Drive,41.31,-111.96,$23165,$47227,$151030,760,4,9000789,2011-01-09 07:04:00,5209,$19.63,Swipe Transaction,81848,Winona,MO,65588.0,5211,,
5630,47,Visa,Debit (Prepaid),4163402116623079,12/2021,57,YES,2,$100,11/2010,2010,No,47,62,1972,9,Male,523 Federal Drive,40.84,-73.87,$12475,$25434,$45540,712,4,18545940,2016-10-21 12:23:00,4952,$60.01,Chip Transaction,74040,Bronx,NY,10456.0,5411,,
2543,566,Mastercard,Credit,5124181575265453,02/2020,308,YES,2,$10800,04/2007,2010,No,60,67,1959,10,Female,8179 Valley Stream Drive,42.79,-83.62,$22680,$46244,$108449,814,5,15028539,2014-09-26 20:01:00,2543,$17.94,Online Transaction,18563,ONLINE,,,4121,,
3773,96,Mastercard,Credit,5718500802654438,12/2024,293,YES,1,$18300,07/2006,2008,No,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,$38948,$99825,$4344,685,4,11173013,2012-05-25 17:40:00,3695,$86.00,Swipe Transaction,61195,Yorba Linda,CA,92886.0,5541,,
3300,1913,Visa,Debit,4082503635321960,04/2008,947,NO,2,$21370,06/2005,2010,No,60,57,1960,1,Female,561 Martin Luther King Avenue,42.47,-83.49,$34259,$31121,$32768,619,5,11018949,2012-04-20 16:42:00,5877,$96.67,Swipe Transaction,53460,Novi,MI,48375.0,4900,,
5741,976,Visa,Debit,4097569831392145,07/2022,289,YES,1,$24296,11/2018,2018,No,67,69,1952,8,Female,198 Lincoln Street,41.09,-73.42,$30736,$62669,$70317,760,5,16528220,2015-08-16 11:14:00,2169,$14.60,Chip Transaction,35025,Norwalk,CT,6854.0,5411,,
1282,852,Visa,Credit,4373234712011855,01/2020,735,YES,2,$4400,02/2011,2011,No,35,68,1985,1,Female,955 11th Street,29.82,-82.59,$19693,$40156,$70128,738,3,23681740,2019-10-14 17:31:00,1282,$39.85,Chip Transaction,50743,High Springs,FL,32643.0,5912,,
6114,137,Visa,Debit,4168082636728790,03/2024,528,YES,1,$28179,12/2015,2015,No,33,65,1986,7,Female,3177 Oak Avenue,36.33,-82.36,$20142,$41069,$64073,644,3,14156094,2014-03-20 06:21:00,5442,$35.69,Swipe Transaction,40859,Johnson City,TN,37604.0,5300,,
1286,1148,Visa,Credit,4074614873243599,12/2020,16,YES,1,$9400,02/2011,2011,No,54,70,1965,4,Male,377 Lake Lane,39.95,-75.16,$18007,$36711,$47490,687,4,17429996,2016-02-24 22:15:00,1286,$45.22,Chip Transaction,29985,Philadelphia,PA,19145.0,5812,,
2175,918,Mastercard,Debit,5511261715732877,02/2015,356,YES,1,$10843,03/2008,2009,No,43,75,1976,5,Female,5528 Lake Lane,40.32,-80.21,$14320,$29194,$10895,703,2,10724208,2012-02-12 15:16:00,2175,$16.33,Swipe Transaction,10151,Muse,PA,15350.0,7230,,
4901,1488,Visa,Debit,4450244246196939,05/2023,339,YES,1,$14249,09/2016,2016,No,34,66,1985,11,Female,6427 12th Boulevard,41.65,-81.43,$20155,$41091,$86837,695,6,17662214,2016-04-15 19:13:00,4874,$125.26,Online Transaction,38958,ONLINE,,,7801,,
185,1659,Visa,Credit,4199299822093543,09/2015,515,YES,2,$19100,01/2008,2008,No,94,65,1926,1,Female,4570 Valley Stream Lane,42.26,-88.13,$28147,$40787,$1574,782,6,20856732,2018-02-23 12:35:00,3540,$68.07,Chip Transaction,28530,Wauconda,IL,60084.0,5655,,
5579,1920,Mastercard,Debit,5523829978930626,02/2024,247,NO,2,$1726,11/2009,2014,No,64,66,1955,7,Male,3315 Lake Lane,46.04,-95.29,$15325,$31244,$51924,713,4,16925965,2015-11-09 13:18:00,3415,$67.48,Chip Transaction,20561,Paynesville,MN,56362.0,5912,,
2158,1901,Visa,Debit (Prepaid),4693399280462586,07/2023,216,YES,2,$59,03/2007,2015,No,63,69,1956,3,Female,292 First Avenue,43.69,-84.76,$16542,$33728,$107287,730,3,10747051,2012-02-17 16:44:00,3846,$37.08,Swipe Transaction,26810,Bauxite,AR,72011.0,5541,,
5195,59,Mastercard,Credit,5287886813527779,09/2021,710,YES,1,$6800,10/2010,2010,No,85,69,1934,8,Female,726 Oak Avenue,32.78,-108.26,$16654,$25066,$424,695,7,11336710,2012-07-01 16:20:00,5195,$2.36,Swipe Transaction,14528,Clovis,NM,88101.0,5499,,
1291,20,Visa,Debit,4326462005421386,09/2022,83,YES,1,$16465,02/2011,2011,No,86,67,1933,12,Female,3631 Plum Boulevard,32.42,-97.1,$19477,$23371,$0,757,8,16921955,2015-11-08 15:57:00,1228,$51.28,Chip Transaction,36934,Weatherford,TX,76085.0,7538,,
5324,629,Visa,Debit,4194422558945686,05/2018,208,NO,1,$29793,10/2017,2017,No,72,70,1947,5,Male,4388 Hillside Street,39.27,-76.83,$39053,$57513,$11755,793,5,17243993,2016-01-16 10:43:00,124,$23.00,Swipe Transaction,48919,Ellicott City,MD,21043.0,5311,,
2668,1461,Visa,Debit,4534127090202764,08/2010,827,YES,2,$35757,04/2010,2011,No,41,72,1978,12,Female,691 Valley Drive,41.24,-81.82,$23559,$48038,$83238,704,6,12758903,2013-05-17 09:38:00,2090,$1.68,Swipe Transaction,90461,Brunswick,OH,44212.0,5812,,
1161,1891,Visa,Debit,4268017872699469,11/2016,476,YES,2,$15227,02/2008,2015,No,47,66,1973,2,Female,96 Jefferson Street,29.19,-81.05,$16733,$34112,$39842,725,4,9598188,2011-05-29 14:45:00,5440,$29.51,Online Transaction,50404,ONLINE,,,4784,,
3233,464,Amex,Credit,352397360356465,08/2022,465,YES,2,$18000,06/2002,2011,No,36,64,1983,11,Male,2352 Bayview Boulevard,28.5,-81.37,$33078,$67444,$93513,850,1,23549595,2019-09-16 15:38:00,3233,$1.40,Chip Transaction,14528,Orlando,FL,32808.0,5499,,
3165,1571,Mastercard,Debit,5908095549619753,10/2015,530,YES,1,$30704,05/2015,2015,No,58,66,1961,6,Female,385 Jefferson Avenue,36.29,-86.6,$25166,$51316,$0,759,6,16577829,2015-08-26 19:14:00,5397,$18.75,Chip Transaction,89500,Hendersonville,TN,37075.0,5813,,
1332,479,Visa,Debit,4569944754910437,10/2022,19,YES,2,$43767,02/2013,2013,No,57,69,1962,10,Male,936 12th Street,39.11,-76.55,$30004,$61173,$71422,692,3,15207951,2014-11-04 23:40:00,1332,$1.44,Swipe Transaction,14528,Columbia,TN,38401.0,5499,,
5396,940,Visa,Credit,4865215431636927,04/2018,389,YES,1,$15400,11/2003,2009,No,49,61,1970,6,Female,620 12th Avenue,25.77,-80.2,$20499,$41800,$67836,699,6,23410795,2019-08-18 10:45:00,5117,$37.63,Chip Transaction,46284,Miami,FL,33157.0,5411,,
5130,1789,Visa,Debit,4719376429761062,05/2021,716,YES,1,$15981,10/2008,2008,No,40,65,1979,3,Female,57 West Boulevard,38.22,-86.86,$18898,$38527,$36933,684,2,18954894,2017-01-16 15:17:00,5130,$48.44,Swipe Transaction,32175,Montgomery,IN,47558.0,7538,,
5811,456,Mastercard,Debit,5549596794440785,03/2005,529,YES,2,$14824,12/2004,2011,No,54,63,1965,10,Male,600 Grant Lane,26.63,-81.99,$17140,$34947,$49024,751,3,23355123,2019-08-06 14:40:00,4576,$35.53,Chip Transaction,48919,Cape Coral,FL,33914.0,5311,,
13,858,Mastercard,Credit,5106045376475662,03/2021,686,YES,1,$14600,01/2000,2012,No,47,67,1972,11,Male,335 Valley Stream Boulevard,29.5,-97.44,$15092,$30774,$51428,700,3,11917846,2012-11-10 01:41:00,2633,$2.16,Swipe Transaction,20519,Kyle,TX,78640.0,5942,,
387,811,Amex,Credit,399966116933253,01/2024,343,YES,1,$24400,01/2020,2020,No,91,68,1929,2,Female,5492 Maple Drive,38.9,-94.68,$51642,$84694,$2149,741,7,21057701,2018-04-07 07:15:00,5277,$13.58,Online Transaction,9932,ONLINE,,,5311,,
423,1775,Discover,Credit,6108413838069051,08/2021,894,YES,1,$8300,01/2020,2020,No,26,67,1993,8,Male,2484 Norfolk Drive,38.91,-75.43,$18622,$37968,$55982,788,3,16978694,2015-11-20 21:23:00,344,$38.39,Chip Transaction,59935,Milford,DE,19963.0,5499,,
109,87,Visa,Credit,4372177587368958,05/2022,450,YES,1,$6300,01/2006,2011,No,58,71,1961,5,Male,663 Second Boulevard,26.13,-97.63,$11844,$24155,$2870,802,3,19906178,2017-08-05 20:38:00,3607,$26.95,Chip Transaction,59935,San Benito,TX,78586.0,5499,,
274,1695,Mastercard,Debit,5322366368652292,01/2016,702,YES,2,$20838,01/2011,2011,No,45,66,1974,12,Female,238 Ocean View Lane,33.94,-117.99,$27973,$57027,$21798,709,4,19216548,2017-03-13 08:40:00,114,$239.69,Chip Transaction,39821,Pico Rivera,CA,90660.0,5045,,
2137,247,Discover,Credit,6973723422438311,11/2023,526,NO,2,$10200,03/2007,2010,No,49,69,1970,7,Female,704 East Drive,30.21,-93.2,$26772,$54587,$69070,761,6,10851588,2012-03-13 15:28:00,2179,$-66.00,Swipe Transaction,22204,Lake Charles,LA,70605.0,5541,,
5957,1975,Mastercard,Credit,5320022308833354,12/2021,92,YES,1,$0,12/2009,2010,No,53,67,1967,2,Female,8224 Fourth Drive,41.55,-73.03,$19114,$38972,$44098,738,3,18824412,2016-12-19 16:55:00,5957,$100.00,Swipe Transaction,59935,Waterbury,CT,6705.0,5499,,
3548,832,Mastercard,Credit,5218196083865154,10/2024,647,YES,1,$10900,06/2012,2012,No,40,67,1979,5,Female,8799 Elm Avenue,33.2,-96.65,$24684,$50329,$76759,625,4,14449660,2014-05-23 14:24:00,3548,$137.77,Swipe Transaction,34000,Mckinney,TX,75069.0,5300,,
5777,273,Discover,Credit,6375330614788153,02/2021,523,YES,2,$14600,12/2002,2008,No,42,72,1977,4,Female,849 Norfolk Lane,41.16,-80.56,$18351,$37415,$66403,665,1,23270561,2019-07-19 19:16:00,5777,$54.67,Chip Transaction,60569,Leetonia,OH,44431.0,5300,,
3363,190,Visa,Debit,4685370244169283,04/2022,311,YES,2,$7946,06/2007,2014,No,40,67,1979,4,Male,5468 Little Creek Drive,42.03,-87.73,$21801,$44452,$12409,711,5,21176972,2018-05-02 12:06:00,3851,$8.36,Chip Transaction,61195,Skokie,IL,60077.0,5541,,
4717,394,Mastercard,Debit,5853043877946018,06/2023,333,YES,1,$23310,09/2009,2009,No,52,71,1967,4,Male,514 Pine Boulevard,41.09,-73.55,$34138,$69604,$47193,684,4,17618854,2016-04-06 12:32:00,6057,$17.05,Chip Transaction,59935,Stamford,CT,6907.0,5499,,
1296,688,Amex,Credit,361648729239104,11/2018,709,NO,2,$6600,02/2012,2012,No,44,67,1975,3,Male,5125 Elm Drive,41.31,-111.96,$23165,$47227,$151030,760,4,12172186,2013-01-06 11:32:00,3042,$63.21,Swipe Transaction,32858,Phoenix,AZ,85016.0,5311,,
4481,467,Mastercard,Debit,5318644266130472,01/2021,925,YES,2,$31741,08/2019,2019,No,38,65,1981,9,Male,969 Lexington Lane,35.06,-85.25,$21988,$44831,$20906,705,3,20222593,2017-10-12 00:43:00,3914,$10.15,Online Transaction,39261,ONLINE,,,5815,,
413,155,Amex,Credit,304990666285186,02/2023,972,YES,2,$6500,01/2020,2020,No,86,69,1933,11,Female,235 Fourth Street,31.31,-89.3,$14383,$9678,$812,688,6,9752066,2011-07-04 09:51:00,279,$32.86,Swipe Transaction,8596,Chicago,IL,60643.0,8099,,
2915,1654,Visa,Credit,4757921989009514,10/2023,921,YES,1,$14900,05/2006,2014,No,43,66,1976,4,Male,385 Pine Drive,41.47,-71.3,$24194,$49328,$6197,693,5,23471664,2019-08-31 09:26:00,1368,$5.37,Chip Transaction,94328,Newport,RI,2840.0,5411,,
3187,839,Visa,Debit,4661359494660870,04/2024,259,YES,2,$25650,05/2016,2016,No,45,63,1975,1,Female,96493 Valley Stream Avenue,41.63,-73.21,$26674,$54384,$69717,622,3,16930493,2015-11-10 12:36:00,4725,$36.19,Chip Transaction,397,Bethlehem,CT,6751.0,5912,,
1154,1783,Visa,Credit,4172882144788973,03/2012,902,YES,2,$11300,02/2008,2009,No,52,70,1967,9,Male,2093 Ocean Street,37.78,-122.24,$18443,$37607,$63689,749,5,16695846,2015-09-21 08:47:00,10,$2.93,Chip Transaction,59935,Oakland,CA,94606.0,5499,,
274,1695,Mastercard,Debit,5322366368652292,01/2016,702,YES,2,$20838,01/2011,2011,No,45,66,1974,12,Female,238 Ocean View Lane,33.94,-117.99,$27973,$57027,$21798,709,4,8350926,2010-08-06 12:32:00,114,$86.54,Swipe Transaction,22204,Whittier,CA,90603.0,5541,,
2085,357,Mastercard,Debit,5565610768898340,07/2024,214,YES,1,$29170,03/2005,2006,No,59,67,1960,9,Female,645 Catherine Lane,42.35,-71.06,$39312,$80156,$61817,735,4,22543007,2019-02-15 19:44:00,3706,$4.00,Chip Transaction,13523,Charlestown,MA,2129.0,5310,,
287,1345,Visa,Debit,4988009818611006,05/2021,45,YES,2,$16857,01/2011,2017,No,83,66,1936,9,Female,7978 Main Lane,30.21,-90.92,$24703,$16620,$1140,804,8,17291038,2016-01-26 10:17:00,2497,$40.44,Chip Transaction,82335,Gonzales,LA,70737.0,7210,,
2100,1526,Visa,Debit,4643281848838061,02/2021,413,YES,1,$12299,03/2005,2007,No,53,64,1966,3,Female,5773 River Street,40.94,-121.74,$16742,$34137,$80467,671,4,8067746,2010-05-29 15:44:00,2100,$51.00,Swipe Transaction,43293,Burney,CA,96013.0,5499,,
4693,1221,Visa,Credit,4173425142689190,09/2020,872,NO,2,$7400,09/2008,2011,No,64,69,1955,11,Female,6606 Jefferson Avenue,33.92,-117.24,$15079,$30747,$51667,850,4,18131915,2016-07-25 06:09:00,355,$19.88,Chip Transaction,86942,Moreno Valley,CA,92553.0,5411,Insufficient Balance,
977,1568,Mastercard,Debit,5318873508559141,04/2020,125,YES,2,$14418,02/2000,2005,No,47,67,1972,5,Female,3816 Spruce Drive,40.67,-73.39,$21077,$42976,$58765,748,3,8154243,2010-06-19 17:28:00,977,$75.04,Swipe Transaction,92883,Copiague,NY,11726.0,5812,,
4973,942,Visa,Debit,4374159186975002,02/2018,407,YES,1,$39441,10/2002,2008,No,37,65,1982,7,Male,3914 Mill Street,30.3,-90.97,$29006,$59139,$128870,742,4,8722429,2010-11-03 20:03:00,4973,$63.81,Swipe Transaction,24558,Prairieville,LA,70769.0,5812,,
1639,213,Mastercard,Debit,5257903366583683,05/2024,911,YES,1,$37778,02/2020,2020,No,37,68,1982,5,Female,345 George Street,32.91,-96.62,$27057,$55172,$96779,629,3,17454153,2016-03-02 07:29:00,2136,$111.33,Chip Transaction,61195,Garland,TX,75044.0,5541,,
1005,1660,Visa,Debit,4986369179342271,11/2009,367,YES,1,$620,02/2002,2014,No,41,68,1978,4,Female,40 Washington Drive,36.73,-102.51,$11342,$23123,$5079,723,6,15726682,2015-02-25 09:45:00,6074,$36.18,Chip Transaction,13646,Broken Arrow,OK,74011.0,7538,,
5300,1237,Visa,Debit,4967614598666288,12/2020,790,YES,2,$16053,10/2014,2014,No,46,66,1973,9,Female,3276 Maple Street,42.37,-87.86,$15770,$32150,$47179,717,6,18369286,2016-09-13 15:18:00,3944,$18.11,Swipe Transaction,1631,Waukegan,IL,60085.0,5813,,
2406,1332,Visa,Debit,4733764906350562,09/2021,982,YES,1,$21749,04/1999,2008,No,63,68,1956,6,Male,547 West Drive,41.0,-73.66,$35269,$71909,$44190,712,3,7628334,2010-02-09 02:09:00,2406,$127.06,Swipe Transaction,22204,Port Chester,NY,10573.0,5541,,
